Price,Beds,Bath,Sqft,Address,City,State,Zip,Description
"$239,525 ",3bd,2ba,"1,521 sqft (on 0.57 acres)",15952 Prairie Rose Dr,Mcloud,OK,74851,"Our inviting, affordable brand-new Frankfort plan creates a welcoming ambiance for family and guests. This designer home offers more than 1,500 sqft of charming living space complete with 3-bedrooms, 2-bathrooms, and a full 2-car garage. Main features of this space include an open layout overlooking the kitchen, living and dining areas, a covered patio space, GE kitchen appliances, kitchen island, and cultured marble bathroom countertops. The Frankfort is outfitted with exterior craftsman style touches and a cozy front porch area. On top of stunning home features, our Frankfort plan is offered in highly sought-after communities with family-friendly immensities, all within a quick drive to local dining and attractions of the OKC metro area. Don’t wait to call it your new home, schedule an appointment today!"
"$242,501 ",3bd,2ba,"1,612 sqft (on 0.60 acres)",15945 Lasso Cir,Mcloud,OK,74851,"With charming design inside and out, see why our newest Lincoln plan offers what you are looking for in a new home. This 3-bedroom, 2-bathroom home comes complete with a 2-car garage—giving homeowners just over 1,600 sq. ft. to enjoy with friends and family. The Lincoln welcomes you home with its open design, designer touches throughout, his-and-hers master closet spaces with convenient private access to the laundry room! All homes in this community are shop approved *Photos of a previous design. Colors will vary.*"
"$229,115 ",3bd,2ba,"1,516 sqft (on 0.60 acres)",15938 Spur Cir,Mcloud,OK,74851,
"$222,115 ",3bd,2ba,"1,363 sqft (on 0.60 acres)",15958 Prairie Rose Dr,Mcloud,OK,74851,Have you been looking for a large lot in Bethel school district? Come check out this open concept plan with a large living room and kitchen area. The kitchen features lots of cabinet space beautifully adorned with granite countertops and an island for extra prep and cooking space. The main bedroom opens up to a connecting bathroom with separate sinks and a large walk-in closet. The secondary bedrooms are separated by a hall bathroom that has a tub and shower combination and makes those busy mornings easier while everyone is getting ready for the day. If you like to host gatherings the patio may be your new favorite spot to hang out or even cookout when the weather accommodates. There is extra storage in the attic just above your new two car garage. What are you waiting for? Let's get you the keys to this house so you can make it 'home'.
"$230,920 ",3bd,2ba,"1,516 sqft (on 0.56 acres)",15970 Prairie Rose Dr,Mcloud,OK,74851,"Searching for a new construction home on a large lot in the Bethel school district? Your search may finally be over! This well-constructed Hartford plan is likely to fit your needs with its open concept living room/kitchen layout and split bedroom floor plan. The kitchen has plenty of cabinetry, an island and a large pantry. There are granite countertops in the kitchen providing you the ideal prep space for meals and entertaining. The dining room can accommodate a larger table for your next family meal. Just off the living room, the main bedroom has a connecting bathroom with a large shower and a pass-through closet that connects to the laundry room creating a convenient dryer to hang-up experience. The secondary bedrooms are on the opposite side of the home away from the main and separated by a bathroom with a tub and shower combo. The two-car garage has overhead attic access. Enjoy a glass of sweet tea from your covered patio while watching the Oklahoma sun sink behind the horizon."
"$239,000 ",3bd,2ba,"1,390 sqft (on 2.50 acres)",2553 S Blackberry Dr,Mcloud,OK,74851,"Are you looking for a place for your horses? or Maybe wanting a shop to work on your toys? Come check out this Amazing get-away in Rural McLoud. This home has three bedrooms, two full baths and a full size game room with a closet that can easily be converted to a fourth bedroom. There are many outbuildings, a storm shelter and a relaxing covered back porch. Bring All Offers. Home will qualify for FHA/VA/Conventional. More photos coming soon."
"$139,000 ",2bd,2ba,"1,900 sqft (on 0.92 acres)",28 Country Creek Dr,Mcloud,OK,74851,"Charming brick home in a quiet neighborhood with easy access to I-40. Partially handicap accessible with recent updates that include new Flooring, Electrical, New Aerobic System, Water Heater, and Well Pump. Perfect first home or just right to downsize."
"$259,900 ",3bd,2ba,"1,728 sqft (on 2.87 acres)",5400 S Harrah Rd,Newalla,OK,74857,"Located in County and has been approved to grow Medical Marijuana. 2.68 acres of flat land with a 1,728 sq. ft. House was used as a grow house and will require work/remodeling to make livable. Tons of possiblities with this property. Located on highly traveled Harrah Rd and easy access to Highway & Turnpike Access."
"$425,000 ",3bd,3ba,"2,318 sqft (on 1.17 acres)",5560 Sunset Ridge Rd,Newalla,OK,74857,This Amazing home on 1+ acre has it all. Beautiful 10 ft. ceilings with open floor plan concept with spacious living area and gorgeous Quartz countertops thru out the home. Large walk-in pantry with tons of storage. Master bedroom with huge walk-in closet and bathroom leads to the utility room for great convenience. Amazing barn door in master to bath area. Study just off the gorgeous entry area. Three car garage with drive thru on the 3rd car garage. Lovely country feel but just minutes from the turnpike and major highways. BOOK YOUR PRIVATE SHOWING TODAY!!!
"$272,454 ",3bd,2ba,"1,497 sqft (on 1.03 acres)",21229 SE 103rd St,Newalla,OK,74857,Home has not been started at this time. Best time to meet with builder to put you own touches into the home!
"$479,508 ",3bd,3ba,"2,578 sqft (on 4.98 acres)",Cedar Ln #4,Shawnee,OK,74801,"Be the first to own a pristine lot in one of Bethel Acres newest additions, Cedar Creek Estates! Mature trees, county maintained roads, bricked entry, and great terrain. 4.98 Acres. Property location is ideal for commuters as it offers easy access to highways such as Highway 177, Highway 9 and I40. Barrel entry and soaring ceilings throughout, 3 bed with an office or 4th bedroom option with 3-car attached garage. We are in the begining stages of development so features are subject to change. Will update as we progress. Get in now and customize this home to your liking! Home will contain upgraded finishes throughout as well as large covered patios and landscaping. CVEC electric and fiber optic internet available. Contact listing Realtor for list of restrictions and covenants. No paid HOA. Approximate completion date early 2022"
"$498,500 ",4bd,3ba,"2,603 sqft (on 4.98 acres)",Cedar Ln #6,Shawnee,OK,74801,"Be the first to own a pristine lot in one of Bethel Acres newest additions, Cedar Creek Estates! Mature trees, county maintained roads, bricked entry, and great terrain. 4.98 Acres with a pond. Property location is ideal for commuters as it offers easy access to highways such as Highway 177, Highway 9 and I40. Formal dining, breakfast room and soaring ceilings throughout, 3 bed with an office or 4th bedroom option with portico garage. We are in the begining stages of development so features are subject to change. Will update as we progress. Get in now and customize this home to your liking! Home will contain upgraded finishes throughout as well as large covered patios and landscaping. CVEC electric and fiber optic internet available. Contact listing Realtor for list of restrictions and covenants. No paid HOA. Approximate completion date early 2022"
"$199,900 ",3bd,2ba,"1,932 sqft (on 1.50 acres)",15 Oneda Rd,Tecumseh,OK,74873,"Settle down and get comfortable in this 3br/2bath brick home on 1.5 ac m/l nestled in a small country community. Lots of updates have already been made including a new roof in 2021 along with a new water tank, updated plumbing that has been re-ran with PVC through the attic. New well pump in 2021, gutters replaced in 2020 along with a new motor for the heating unit. Total electric but gas is also available. Nice living area with a wood burning fireplace with blowers. Galley kitchen with cabinets aplenty for storage. Good sized master with its own bath, 2 additional bedrooms and a full hall bath. Bonus area in the converted garage, detached 2 car garage and carport, dry storm cellar, 2 septic tanks (one for grey and one for black). 16 miles from Shawnee, 33 miles from OKC, 105 miles to Tulsa and 200 miles to Dallas. Call to schedule your showing today!"
"$194,901 ",3bd,2ba,"1,126 sqft (on 0.52 acres)",15964 Prairie Rose Dr,Mcloud,OK,74851,"The Augusta is one of our newest floor plans that offers unparalleled craftsmanship and exceptional amenities all at an affordable price! Situated on a half acre lot in Bethel schools, this designer floor plan is truly remarkable inside and out. Features include over 1,100 SqFt., a kitchen island, spacious master closet, a two-car garage, large windows that provide plenty of natural lighting, a back patio space, and an open floor plan (great for entertaining). With low monthly mortgage payments sure to fit any budget, see why the Augusta is the floor plan to call Home today! HOME IS UNDER CONSTRUCTION."
"$194,115 ",3bd,2ba,"1,126 sqft (on 0.56 acres)",29231 Apache Dr,Mcloud,OK,74851,
"$99,500 ",2bd,2ba,"1,020 sqft (on 2.52 acres)",675 WILKENSON DR,Norman,OK,73026,"**UPDATE- ALL OFFERS WILL BE REVIEWED 11/22/2021 AT 9:00AM** What a great opportunity to own your private oasis! This will make a great weekend getaway or even your forever spot! This charming cabin features 2 bedrooms and 2 full bathrooms! The location provides easy access to Hwy 9 and to Lake Thunderbird! The roof was just replaced November of 2021! The cabin itself is nestled on approx 1.26 acres and the additional 1.26 acres (mol) right next to it is to to be included in the sale (20 Wilkenson). Fantastic opportunity to own over 2 acres, Norman address, Little Axe Schools! The furniture, washer, dryer, & refrigerator will remain with the home if you like! Also, with an acceptable offer the heat and air unit will be updated prior to closing. The home is to be sold ""as is,"" please ask your Realtor for a copy of the Property Condition Disclosures. Buyer to verify all info. Title work started with Lincoln Title Moore, Wendy Day. Proof of funds or preapproval letter is a must."
"$229,900 ",2bd,2ba,"1,662 sqft",20203 Tuscany Dr,Harrah,OK,73045,"Welcome home! This beauty is only 2 minutes from the Kickapoo Turnpike, giving you quick access to all the big city amenities while still enjoying the small town atmosphere. This home boasts of granite countertops, a large master bath with a walk in closet, 10' ceilings and a beautiful view of natural scenery from the covered patio. Additionally, the main bathroom is a safe room equip with 16"" steel reinforced concrete and a solid steel door; wired for telephone & cable tv."
